"Date","Price","Open","High","Low","Vol.","Change %"
"07/14/2022","173.99","173.91","174.93","171.18","494.14K","-0.73%"
"07/13/2022","175.27","171.49","176.32","171.03","448.43K","0.48%"
"07/12/2022","174.43","176.68","178.01","173.76","574.16K","-0.80%"
"07/11/2022","175.84","176.97","177.58","175.25","414.68K","-1.56%"
"07/08/2022","178.63","177.34","179.07","175.78","516.57K","0.01%"
"07/07/2022","178.62","175.56","179.38","174.10","507.99K","1.45%"
"07/06/2022","176.06","173.44","177.52","172.63","611.06K","2.18%"
"07/05/2022","172.30","169.18","172.39","166.81","625.91K","0.87%"
"07/01/2022","170.81","167.01","171.89","162.85","535.36K","2.08%"
"06/30/2022","167.33","165.19","169.83","164.96","841.20K","0.64%"
"06/29/2022","166.26","164.50","166.88","163.11","563.97K","1.22%"
"06/28/2022","164.26","168.97","170.62","163.67","529.81K","-2.72%"
"06/27/2022","168.85","169.08","170.15","167.52","477.47K","-0.25%"
"06/24/2022","169.27","164.55","169.66","163.94","1.05M","3.28%"
"06/23/2022","163.89","160.18","164.49","159.69","653.62K","3.88%"
"06/22/2022","157.77","159.57","161.03","157.34","1.24M","-1.81%"
"06/21/2022","160.68","159.79","163.05","159.79","807.19K","1.99%"
"06/17/2022","157.54","156.51","159.20","155.25","1.55M","0.66%"
"06/16/2022","156.51","160.11","160.80","155.57","1.16M","-4.50%"
"06/15/2022","163.88","163.79","170.30","161.47","647.49K","1.68%"
"06/14/2022","161.18","163.27","164.04","159.94","519.12K","-0.92%"
"06/13/2022","162.67","165.12","166.29","161.99","668.59K","-3.80%"
"06/10/2022","169.10","172.00","172.06","168.49","504.07K","-2.60%"
"06/09/2022","173.61","176.92","177.86","173.46","571.77K","-2.03%"
"06/08/2022","177.21","178.50","180.42","176.52","385.51K","-1.04%"
"06/07/2022","179.08","176.15","179.49","175.87","512.36K","0.74%"
"06/06/2022","177.76","179.14","180.79","177.01","541.41K","0.03%"
"06/03/2022","177.70","178.23","179.10","176.47","612.41K","-1.46%"
"06/02/2022","180.33","174.46","182.27","174.46","795.06K","3.42%"
"06/01/2022","174.37","175.46","176.82","172.05","815.10K","-0.10%"
