"Date","Price","Open","High","Low","Vol.","Change %"
"10/18/2022","201.44","211.77","214.00","199.75","2.32M","-1.58%"
"10/17/2022","204.67","196.93","207.18","193.85","1.73M","8.29%"
"10/14/2022","189.00","207.02","207.50","188.60","1.81M","-6.53%"
"10/13/2022","202.20","191.79","203.44","184.47","2.30M","-0.58%"
"10/12/2022","203.37","207.82","208.45","197.43","1.92M","-2.06%"
"10/11/2022","207.64","216.85","218.56","205.56","1.78M","-5.73%"
"10/10/2022","220.27","228.23","228.48","218.95","1.14M","-3.49%"
"10/07/2022","228.24","231.94","233.61","225.30","1.33M","-4.50%"
"10/06/2022","238.99","244.57","246.15","237.16","1.10M","-1.43%"
"10/05/2022","242.46","230.48","244.66","229.57","1.79M","2.65%"
"10/04/2022","236.21","226.66","236.56","223.71","2.32M","8.69%"
"10/03/2022","217.33","214.55","219.81","210.01","1.45M","3.20%"
"09/30/2022","210.59","212.40","221.37","210.34","1.40M","-0.82%"
"09/29/2022","212.33","212.61","214.21","204.73","1.33M","-2.66%"
"09/28/2022","218.14","214.08","219.59","211.40","1.33M","1.65%"
"09/27/2022","214.59","218.70","222.06","211.32","1.34M","0.46%"
"09/26/2022","213.61","216.85","222.60","212.96","1.58M","-1.82%"
"09/23/2022","217.56","216.50","221.82","214.82","1.33M","-1.42%"
"09/22/2022","220.69","230.00","232.70","220.64","1.42M","-5.00%"
"09/21/2022","232.30","237.41","245.64","232.29","1.40M","-1.23%"
"09/20/2022","235.19","238.62","239.68","233.84","1.00M","-2.66%"
"09/19/2022","241.62","241.43","243.66","236.91","1.71M","-0.53%"
"09/16/2022","242.90","248.20","248.20","239.54","1.69M","-3.95%"
"09/15/2022","252.89","250.06","259.68","248.90","1.07M","-1.05%"
"09/14/2022","255.57","250.54","255.89","244.27","840.89K","2.68%"
"09/13/2022","248.90","247.10","253.67","245.25","1.77M","-6.00%"
"09/12/2022","264.79","261.00","264.97","259.54","1.54M","2.26%"
"09/09/2022","258.93","245.38","261.30","245.38","2.17M","7.74%"
"09/08/2022","240.32","231.86","241.79","229.87","781.73K","2.08%"
"09/07/2022","235.42","231.11","236.93","227.54","1.06M","2.50%"
