Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,83.48328814476164,83.7609366348641,79.9275670944626,80.93069458007812,2200600,0.0,0.0
2021-01-05 00:00:00-05:00,81.00234435830099,81.26208289644386,80.1693920922727,80.62616729736328,1258700,0.0,0.0
2021-01-06 00:00:00-05:00,80.59930564904863,82.43538550761514,80.20522544925782,81.63825988769531,1849700,0.0,0.0
2021-01-07 00:00:00-05:00,81.49494916704249,82.3010331358714,81.07399382591812,81.97859954833984,1649800,0.0,0.0
2021-01-08 00:00:00-05:00,81.92486327297011,82.84737893973632,81.71886137816699,82.41746520996094,1236300,0.0,0.0
2021-01-11 00:00:00-05:00,81.98755662356103,82.34581691878182,81.12773601497922,81.50390625,1184500,0.0,0.0
2021-01-12 00:00:00-05:00,81.30685707125954,81.57555398223347,80.17833961171387,81.25312042236328,1135300,0.0,0.0
2021-01-13 00:00:00-05:00,80.85904722231858,81.02026402972929,80.04401163108766,80.21417999267578,2240000,0.0,0.0
2021-01-14 00:00:00-05:00,80.30373662763728,80.42912669740268,78.72739553641269,78.87965393066406,1657800,0.0,0.0
2021-01-15 00:00:00-05:00,78.42287462424147,79.2737436507579,77.87652922999568,79.14835357666016,1658400,0.0,0.0
2021-01-19 00:00:00-05:00,79.4349725447907,79.88279625861497,78.86175873775541,79.12149047851562,1722300,0.0,0.0
2021-01-20 00:00:00-05:00,78.63783332366866,80.27686264042848,78.63783332366866,79.99921417236328,1633300,0.0,0.0
2021-01-21 00:00:00-05:00,79.73051322668357,80.04399522306765,78.14522063981643,78.4139175415039,1469300,0.0,0.0
2021-01-22 00:00:00-05:00,78.12731178807255,78.36017515064334,77.35705461465552,77.80487823486328,1730300,0.0,0.0
2021-01-25 00:00:00-05:00,77.56303404098891,78.18999108302985,76.66738698085452,77.88546752929688,2440700,0.0,0.0
2021-01-26 00:00:00-05:00,78.15419338358869,78.8438388691913,77.52723610888444,78.21688842773438,1663600,0.0,0.0
2021-01-27 00:00:00-05:00,77.1958213605448,78.96919869142091,76.39869603338168,78.17207336425781,3793300,0.0,0.0
2021-01-28 00:00:00-05:00,78.84382896051879,80.72468688176069,78.72739727409426,79.793212890625,3323700,0.0,0.0
2021-01-29 00:00:00-05:00,79.36027639328175,79.36027639328175,77.78190968047349,78.75598907470703,2248500,0.62,0.0
2021-02-01 00:00:00-05:00,79.16185220091428,81.18216655161669,78.36816170100941,80.54180145263672,1861500,0.0,0.0
2021-02-02 00:00:00-05:00,81.01079611624402,82.11114426240022,80.181027864797,81.65116119384766,1686700,0.0,0.0
2021-02-03 00:00:00-05:00,81.66019811450616,81.66019811450616,80.37946771218932,81.12805938720703,1516600,0.0,0.0
2021-02-04 00:00:00-05:00,81.44373636879142,82.62525455483973,81.11904319258775,82.59819793701172,1181800,0.0,0.0
2021-02-05 00:00:00-05:00,82.9770096519379,83.1573917030754,82.39075766403977,82.64329528808594,1217100,0.0,0.0
2021-02-08 00:00:00-05:00,81.74136693298746,82.87779306203139,81.6511759122042,82.71544647216797,1106400,0.0,0.0
2021-02-09 00:00:00-05:00,82.67034583413677,82.68838128397066,81.87664841878403,81.97586059570312,1394900,0.0,0.0
2021-02-10 00:00:00-05:00,82.53507713255959,82.53507713255959,81.53394082118491,81.57903289794922,971700,0.0,0.0
2021-02-11 00:00:00-05:00,81.90370502972148,82.1652637796639,81.19118434149206,81.43470764160156,1177000,0.0,0.0
2021-02-12 00:00:00-05:00,81.38960891016329,81.38960891016329,80.0998574880126,80.63199615478516,1482600,0.0,0.0
2021-02-16 00:00:00-05:00,80.57788371569299,80.8214070396342,79.59478989696366,80.09085083007812,2311100,0.0,0.0
2021-02-17 00:00:00-05:00,79.5497050797209,80.61397582256228,79.07168639440937,80.43359375,2448400,0.0,0.0
2021-02-18 00:00:00-05:00,80.16300248791619,83.05817769658661,80.00967705968459,82.32762145996094,2238400,0.0,0.0
2021-02-19 00:00:00-05:00,81.78647110077883,82.57114748202568,81.04689367336718,81.39864349365234,1746900,0.0,0.0
2021-02-22 00:00:00-05:00,81.1190469247835,82.37272073680913,80.3794695185444,81.52490997314453,2037100,0.0,0.0
2021-02-23 00:00:00-05:00,81.29943601769867,82.71545654800084,80.70416970311072,81.96685791015625,2198500,0.0,0.0
2021-02-24 00:00:00-05:00,81.20924101617025,84.51027940929303,80.6410313507756,84.20362854003906,2070500,0.0,0.0
2021-02-25 00:00:00-05:00,83.88793914834572,84.60045981501368,82.08409144978367,82.44486236572266,2125000,0.0,0.0
