"Date","Price","Open","High","Low","Vol.","Change %"
"11/09/2022","321.21","328.26","334.82","320.15","1.37M","-2.22%"
"11/08/2022","328.50","326.08","334.54","323.57","1.04M","1.31%"
"11/07/2022","324.25","330.42","330.42","317.60","929.61K","-0.41%"
"11/04/2022","325.57","327.53","330.88","317.39","992.42K","2.35%"
"11/03/2022","318.10","315.18","322.83","310.52","873.63K","0.65%"
"11/02/2022","316.06","328.91","331.11","315.81","1.33M","-4.33%"
"11/01/2022","330.36","335.00","337.14","327.08","1.15M","0.40%"
"10/31/2022","329.04","325.00","332.59","323.57","1.22M","0.17%"
"10/28/2022","328.48","314.14","329.48","312.49","1.70M","2.45%"
"10/27/2022","320.61","323.50","327.30","316.31","1.34M","-0.22%"
"10/26/2022","321.33","316.78","328.81","314.10","1.73M","0.22%"
"10/25/2022","320.63","301.85","321.62","300.53","2.27M","7.71%"
"10/24/2022","297.68","299.84","299.84","287.64","1.24M","-0.32%"
"10/21/2022","298.63","291.46","299.13","289.01","1.26M","1.88%"
"10/20/2022","293.13","296.72","303.93","290.20","1.34M","-1.26%"
"10/19/2022","296.87","295.00","304.50","293.76","1.56M","-0.30%"
"10/18/2022","297.76","307.74","308.88","294.26","1.14M","0.04%"
"10/17/2022","297.65","295.56","300.53","293.32","1.49M","3.07%"
"10/14/2022","288.78","300.27","304.00","286.28","1.55M","-1.95%"
"10/13/2022","294.51","285.50","299.58","279.10","1.49M","-0.34%"
"10/12/2022","295.50","298.85","302.87","292.12","1.67M","-0.06%"
"10/11/2022","295.68","296.92","304.28","287.83","2.58M","2.01%"
"10/10/2022","289.85","297.64","297.64","286.55","1.13M","-2.81%"
"10/07/2022","298.22","303.55","306.44","296.47","1.28M","-3.95%"
"10/06/2022","310.48","308.02","316.27","308.02","1.06M","0.14%"
"10/05/2022","310.05","303.85","311.55","301.67","1.26M","0.73%"
"10/04/2022","307.80","302.13","308.97","301.67","1.55M","5.37%"
"10/03/2022","292.10","281.50","295.64","281.12","1.78M","4.49%"
"09/30/2022","279.56","285.65","287.48","277.50","3.84M","-6.88%"
"09/29/2022","300.22","303.97","304.81","296.14","1.26M","-2.95%"
"09/28/2022","309.34","300.10","310.89","298.54","1.24M","3.39%"
"09/27/2022","299.19","300.20","303.46","294.56","1.25M","1.54%"
"09/26/2022","294.66","292.26","300.79","291.87","1.33M","0.50%"
"09/23/2022","293.20","302.50","303.49","289.26","1.93M","-4.28%"
"09/22/2022","306.30","318.05","318.28","306.02","1.62M","-3.72%"
"09/21/2022","318.12","334.13","334.13","317.90","1.41M","-4.06%"
"09/20/2022","331.57","334.08","335.67","327.80","819.31K","-1.63%"
"09/19/2022","337.08","330.07","337.45","329.43","1.04M","1.15%"
"09/16/2022","333.24","331.85","336.56","330.16","1.52M","-1.58%"
