Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,205.62594963509105,205.62594963509105,198.8858628253771,201.5445556640625,3088200,0.0,0.0
2021-01-05 00:00:00-05:00,201.7935126538297,203.53632377675555,199.490505457386,202.52264404296875,2494000,0.0,0.0
2021-01-06 00:00:00-05:00,200.0684535771704,207.65326986512187,200.0684535771704,207.404296875,3754800,0.0,0.0
2021-01-07 00:00:00-05:00,206.1683741098455,209.28943793587806,205.82158924028633,208.0890350341797,2647800,0.0,0.0
2021-01-08 00:00:00-05:00,209.43170249443367,212.39271789120642,209.04935587779997,212.063720703125,2511100,0.0,0.0
2021-01-11 00:00:00-05:00,213.40636895939647,213.71759200800022,208.45355630048496,211.24563598632812,2600500,0.0,0.0
2021-01-12 00:00:00-05:00,210.84550841843796,212.32157253500873,209.27164606533586,210.37423706054688,1771500,0.0,0.0
2021-01-13 00:00:00-05:00,209.84071664658174,212.072586784441,209.1560340558234,211.3968048095703,1412300,0.0,0.0
2021-01-14 00:00:00-05:00,210.29417594900184,216.50964083299309,209.56503106731589,214.88241577148438,2594000,0.0,0.0
2021-01-15 00:00:00-05:00,214.45562112243832,219.48845816437603,213.42416726605106,218.28805541992188,2855200,0.0,0.0
2021-01-19 00:00:00-05:00,219.18614907984778,221.40913233623567,219.07945022530532,220.76002502441406,2172900,0.0,0.0
2021-01-20 00:00:00-05:00,220.0042030280184,225.27712631332264,218.84824903297925,224.39682006835938,2768200,0.0,0.0
2021-01-21 00:00:00-05:00,224.07667306934817,224.7257802676886,221.8714778635817,224.1033477783203,2215900,0.0,0.0
2021-01-22 00:00:00-05:00,224.30787222971588,226.948777124834,222.7962465000686,225.4104766845703,1866600,0.0,0.0
2021-01-25 00:00:00-05:00,224.12117390605408,228.62047626370259,223.94333795971426,228.61160278320312,1830700,0.0,0.0
2021-01-26 00:00:00-05:00,228.158086468423,230.36329543657067,226.6197859873938,229.94537353515625,2008900,0.0,0.0
2021-01-27 00:00:00-05:00,227.1621900318685,230.69228815460272,222.58285043588413,223.2408447265625,3237900,0.0,0.0
