Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,147.43588518016458,150.33801647097238,143.9963014142775,145.30406188964844,4659900,0.0,0.0
2021-01-05 00:00:00-05:00,144.838273659247,146.4774468874819,144.4620719840574,146.36996459960938,4734100,0.0,0.0
2021-01-06 00:00:00-05:00,145.3757197302869,149.98868371815107,145.16970744564622,147.0955047607422,5254400,0.0,0.0
2021-01-07 00:00:00-05:00,148.0897313803805,151.10831038074528,147.63291804531517,150.4275665283203,5673600,0.0,0.0
2021-01-08 00:00:00-05:00,153.27597681300816,154.73600835667412,151.25164958351002,153.3118133544922,4556500,0.0,0.0
2021-01-11 00:00:00-05:00,152.48776651448188,154.1000556912122,151.5024665352468,153.44618225097656,4553100,0.0,0.0
2021-01-12 00:00:00-05:00,153.42824338605098,155.55111420773042,153.14161940087553,154.3329315185547,3406600,0.0,0.0
2021-01-13 00:00:00-05:00,154.32394694010438,154.82556277203508,153.05202326131345,153.5357208251953,2953900,0.0,0.0
2021-01-14 00:00:00-05:00,153.25808275662615,154.54791131845863,152.58629106774725,153.80447387695312,3416300,0.0,0.0
2021-01-15 00:00:00-05:00,153.15054709479486,153.24907706366298,150.09614539515033,151.54721069335938,3734600,0.0,0.0
2021-01-19 00:00:00-05:00,153.33866685840235,156.4826464756861,153.33866685840235,156.0258331298828,6277800,0.0,0.0
2021-01-20 00:00:00-05:00,156.60807461503498,156.912616899229,154.77184127246335,155.2555389404297,4329500,0.0,0.0
2021-01-21 00:00:00-05:00,156.23184425849405,157.17235518026504,154.16272843117846,156.8409423828125,3583900,0.0,0.0
2021-01-22 00:00:00-05:00,156.29453871449127,157.15442419169796,154.73597749405843,154.7897186279297,3736800,0.0,0.0
2021-01-25 00:00:00-05:00,155.29136268574342,156.36624032384594,152.88186763747055,154.88829040527344,5401900,0.0,0.0
2021-01-26 00:00:00-05:00,154.12691629396517,156.10645458366488,153.4372064142883,153.5894775390625,5341900,0.0,0.0
2021-01-27 00:00:00-05:00,149.09297939384342,150.14097288192764,145.14284063039185,145.94003295898438,10011200,0.0,0.0
2021-01-28 00:00:00-05:00,150.37383690313183,153.2580632809419,147.91955332462973,151.5830535888672,6796600,0.0,0.0
2021-01-29 00:00:00-05:00,150.1772795377264,151.39384270250656,147.80725432672264,149.3121795654297,5969800,1.02,0.0
